long,lat,num_registro,periodo,categoria,establecimiento,telefono,mail,calle,calle_nro,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.376634,-34.604538,80-A/14,2019,REG DE PREST,O6 CENTRAL HOSTEL,(54 11) 5219 0052/53,info@06centralhostel.com,MAIPU ,306,San Nicolas,Comuna 1,1006,C1006ACB
-58.390380,-34.614362,81-A/14,2019,REG DE PREST,ESTACION BUENOS AIRES HOSTEL,(54 11) 4381 0734,info@hostelestacionbuenosaires.com,SOLIS ,458,Monserrat,Comuna 1,1078,C1078AAJ
-58.424077,-34.586701,82-A/14,2019,REG DE PREST,PLAY HOSTEL,(54 11) 4832 4257,info@playhostel.com,GUATEMALA ,4636,Palermo,Comuna 14,1425,C1425BUL
-58.388195,-34.615509,83-A/14,2019,REG DE PREST,KILCA HOSTEL & BACKPACKER,(54 11) 4381 1966,kilcahostel@hotmail.com,MEXICO ,1545,Monserrat,Comuna 1,1097,C1097ABE
-58.384476,-34.594176,84-A/14,2019,REG DE PREST,HOSTEL RECOLETA,(54 11) 4812 4419,info@hirecoleta.com.ar,LIBERTAD ,1216,Retiro,Comuna 1,1012,C1012AAZ
-58.375687,-34.616217,85-A/14,2019,REG DE PREST,OSTINATTO HOSTEL,(54 11) 4362-9639,info@ostinatto.com,CHILE ,680,San Telmo,Comuna 1,1098,C1098AAN
-58.377557,-34.614492,86-A/14,2019,REG DE PREST,ART FACTORY HOSTEL,(54 11) 4343 1463,info@artfactoryba.com.ar,PIEDRAS ,545,Monserrat,Comuna 1,1070,C1070AAK
-58.480120,-34.588667,87-A/14,2019,REG DE PREST,ALTOS DE AGRONOMIA,(54 11) 4522 4916,altosbb@hotmail.com,BARZANA ,1249,Parque Chas,Comuna 15,1427,C1427BGE
-58.423515,-34.590489,88-A/14,2019,REG DE PREST,ART FACTORY PALERMO,(54 11) 2004 4958,info@artfactorypalermo.com.ar,COSTA RICA ,4353,Palermo,Comuna 14,1414,C1414BSC
-58.426758,-34.581042,89-A/14,2019,REG DE PREST,HOSTEL SUITES PALERMO,(54 11) 4773 0806,info@hostelsuitespalermo.com,CHARCAS ,4752,Palermo,Comuna 14,1425,C1425BNT
-58.375242,-34.604196,90-A/14,2019,REG DE PREST,HOSTEL SUITES FLORIDA,(54 11) 4325 0969,florida@hostelsuites.com,FLORIDA ,328,San Nicolas,Comuna 1,1005,C1005AAH
-58.378519,-34.603602,91-A/14,2019,REG DE PREST,HOSTEL SUITES OBELISCO,(54 11) 4328 4040 / 4393 1397,info@hostelsuites.com,CORRIENTES ,830,San Nicolas,Comuna 1,1043,C1043AAV
-58.402291,-34.590819,92-A/14,2019,REG DE PREST,ANCHORENA PLAZA APART,(54 11) 4826 3545,,ANCHORENA ,1716,Recoleta,Comuna 2,1425,C1425ELN
-58.384393,-34.617304,93-A/14,2019,REG DE PREST,ALMA DEL PLATA,(54 11) 4383 0040,reservas@almadelplata.com,SANTIAGO DEL ESTERO ,727,Monserrat,Comuna 1,1075,C1075AAO
-58.402786,-34.615804,94-A/15,2019,REG DE PREST,BET HOTEL,(54 11) 4942 3399,info@bethotelbuenosaires.com.ar,SAAVEDRA ,526,Balvanera,Comuna 3,1229,C1229ACB
-58.378525,-34.609417,95-A/15,2019,REG DE PREST,PORTAL DEL SUR HOSTEL,(54 11) 4342 8788,reservas@portaldelsur.com.ar,H. YRIGOYEN ,855,Monserrat,Comuna 1,1086,C1086AAM
-58.387402,-34.591235,96-A/15,2019,REG DE PREST,ALGODON MANSION,(54 11) 3530 7777,reservations@algodonmansion.com,MONTEVIDEO ,1647,Retiro,Comuna 1,1021,C1021AAA
-58.413825,-34.585233,97-a/15,2019,REG DE PREST,INFINITO HOTEL ECO DESIGN,(54 11) 4832 1060 / 2070 2626,info@infinitohotel.com,ARENALES ,3689,Palermo,Comuna 14,1425,C1425BEW
-58.468490,-34.555766,98-A/15,2019,REG DE PREST,PAMPA HOSTEL,(54 11) 4544 2273/8838,info@pampabelgrano.com.ar,IBERA ,2858,Nu\u00f1ez,Comuna 13,1429,C1429CMR
-58.431253,-34.586560,99-A/15,2019,REG DE PREST,BACK IN BA HOSTEL,(54 11) 4774 2859,info@backinba.com,EL SALVADOR ,5115,Palermo,Comuna 14,1414,C1414BPS
-58.425202,-34.585815,101-A/15,2019,REG DE PREST,ECO PAMPA HOSTEL,(54 11) 4831 2435/8026,ecoinfo@hostelpampa.com.ar,GUATEMALA ,4778,Palermo,Comuna 14,1425,C1425BUN
-58.391884,-34.605583,102-A/15,2019,REG DE PREST,ROONEY`S BOUTIQUE,(54 11) 5252 5060,info@rooneysboutiquehotel.com,SARMIENTO ,1773,San Nicolas,Comuna 1,1042,C1042ABG
-58.379427,-34.608277,103-A/15,2019,REG DE PREST,THE LOFT,(54 11) 4331 4538,,RIVADAVIA ,921,San Nicolas,Comuna 1,1002,C1002AAH
-58.392815,-34.618127,105-A/15,2019,REG DE PREST,LUZ Y FUERZA PATAGONIA,(54 11) 4384 1102,reservas@luzyfuerzapatagoniacaba.com.ar,INDEPENDENCIA ,1877,Balvanera,Comuna 3,1225,C1225AAA
-58.379984,-34.595767,106-A/15,2019,REG DE PREST,ALVEAR ART,(54 11) 4114 3400,info@alvearart.com recepcion.aah@alvear.com.ar,SUIPACHA ,1036,Retiro,Comuna 1,1008,C1008AAV
-58.387668,-34.589643,108-A/15,2019,REG DE PREST,CLUB FRANCES,(54 11) 48110348,info@hotelclubfrances.com.ar,RODRIGUEZ PEÑA ,1832,Recoleta,Comuna 2,1021,C1021ABN
,,110-A/15,2019,REG DE PREST,MIRAVIDA SOHO,(54 11) 4774 6433,info@miravidasoho.com,DARRAGUEYRA ,2050,,,,
-58.382403,-34.615309,111-A/15,2019,REG DE PREST,SOL MONTSERRAT,(54 11) 4342 5951,,MEXICO ,1149,Monserrat,Comuna 1,1097,C1097AAW
-58.386147,-34.609455,113-A/15,2019,REG DE PREST,TANGO DE MAYO,(54 11) 3221 6500,info@tango-hotel.com.ar,AV. DE MAYO ,1396,Monserrat,Comuna 1,1085,C1085ABQ
-58.372138,-34.620255,114-A/15,2019,REG DE PREST,HOTEL ANSELMO BUENOS AIRES CURIO COLLECTION,(54 11) 4834 3200,info@anselmohotel.com,ANSELMO AIETA ,1069,San Telmo,Comuna 1,,
-58.441798,-34.582083,115-A/15,2019,REG DE PREST,ATEMPO DESIGN HOTEL,(54 11) 5297 3333,info@atempohotel.com,AREVALO ,1564,Palermo,Comuna 14,1414,C1414CQF
-58.371981,-34.612232,116-A/15,2019,REG DE PREST,KENTON PALACE,(54 11) 4331 2020,reservas1@kentonpalace.com.ar,DEFENSA ,375,Monserrat,Comuna 1,1065,C1065AAE
-58.404517,-34.611426,RL-2017-02719666- -ENTUR,2019,REG DE PREST,CACHI,(54 11) 4932 3586,cachi.hotelbue@ddim.com.ar,MISIONES ,123,Balvanera,Comuna 3,1083,C1083ABC
-58.398014,-34.570538,RL-2017-02725053- -ENTUR,2019,REG DE PREST,AEROPARQUE INN & SUITES,(54 11) 4803 6002,reservas@hotelaeroparque.com,RAFAEL OBLIGADO ,1221,Palermo,Comuna 14,1425,
-58.421162,-34.591536,RL-2017-02783009- -ENTUR,2019,REG DE PREST,COSTA RICA,(54 11) 4864 7390,info@hotelcostarica.com.ar,COSTA RICA ,4137,Palermo,Comuna 14,1176,C1176ADE
-58.375913,-34.616853,RL-2017-02788552- -ENTUR,2019,REG DE PREST,PATIOS DE SAN TELMO,(54 11) 4307 0480/0965,info@patiosdesantelmo.com.ar,CHACABUCO ,752,San Telmo,Comuna 1,1069,C1069AAP
-58.411773,-34.629514,RL-2017-02793385- -ENTUR,2019,REG DE PREST,POSADA GOTAN,(54 11) 4912 3807,posadagotan@gmail.com,SANCHEZ DE LORIA ,1618,San Cristobal,Comuna 3,1241,C1241ACH
-58.396371,-34.591429,RL-2017-02911825- -ENTUR,2019,REG DE PREST,ARC RECOLETA,(54 11) 2150 4680,reservas@archoteles.com.ar,PEÑA ,2155,Recoleta,Comuna 2,1126,C1126ABC
-58.431543,-34.588266,RL-2017-02914126- -ENTUR,2019,REG DE PREST,L´HOTEL PALERMO,(54 11) 4831 7198,info@lhotelpalermo.com,THAMES ,1564,Palermo,Comuna 14,1414,C1414DDF
-58.388661,-34.588962,RL-2017-02976845-ENTUR,2019,REG DE PREST,CASASUR ART,(54 11) 4515 0085,info@casasurhotel.com,CALLAO ,1823,Recoleta,Comuna 2,1024,C1024AAE
-58.430112,-34.585593,RL-2017-03009905- -ENTUR,2019,REG DE PREST,1828 SMART HOTEL,(54 11) 2060 9011,reservas@1828smarthotel.com,FRAY JUSTO S. M. DE ORO ,1828,Palermo,Comuna 14,1414,C1414DBD
-58.378436,-34.592969,RL-2017-7294360-DGDYCOF,2019,REG DE PREST,CARLES HOTEL,(54 11) 5196 8200,info@carleshotelbuenosaires.com,JUNCAL ,798,Retiro,Comuna 1,1062,C1062ABD
-58.406810,-34.590439,RL-2017-07975078 -DGDYCOF,2019,REG DE PREST,ARENALES HOTEL,(54 11) 4828 5000,info@hotelarenales.com.ar,ARENALES ,2984,Recoleta,Comuna 2,1425,C1425BEJ
-58.432227,-34.578957,RL-2017-09091604-DGDYCOF,2019,REG DE PREST,PALO SANTO HOTEL,(54 11) 5280 6100,info@palosantohotel.com,BONPLAND ,2275,Palermo,Comuna 14,1425,C1425FWC
-58.424148,-34.581155,RL-2017-13204797- -DGDYCOF,2019,REG DE PREST,KOTEN HOTEL PALERMO SOHO,(54 11)  4771- 3293,info@kotenhotel.com,Güemes ,4651,Palermo,Comuna 14,1425,C1425BLI
-58.377871,-34.610525,RL-2017-27241566- -ENTUR,2019,REG DE PREST,MÉRIT SAN TELMO,(54 11) 5280 9100,recepcionnmba@merithoteles.com.ar,Alsina ,801,,,,
-58.439168,-34.579221,RL-2018-09227644- -ENTUR,2019,REG DE PREST,Casasur Palermo,(54 11) 4770 9452,recepcion@casasurpalermo.com,Costa Rica ,6032,Palermo,Comuna 14,1414,C1414BTN
-58.375933,-34.616498,RL-2018-09400649- -ENTUR,2019,REG DE PREST,América del Sur Hostel,(54 11) 4300 5525,baires@americahostel.com.ar,Chacabuco ,718,San Telmo,Comuna 1,1069,C1069AAP
-58.361981,-34.610481,RL-2018-11164378-ENTUR,2019,REG DE PREST,Alvear Icon Hotel,(54 11) 4114 0900,reservationsicon@alvear.com.ar,Aimé Painé ,1110,Puerto Madero,Comuna 1,1107,C1107CFB
-58.429186,-34.587358,RL-2018-16028316-ENTUR,2019,REG DE PREST,Malevo Muraña Hostel,(54 11) 48318855,info@malevohostel.com,Russel ,5050,Palermo,Comuna 14,1414,C1414BRD
-58.381653,-34.615920,RL-2018-23628966- -ENTUR,2019,REG DE PREST,Howard Johnson Plaza Buenos Aires,(54 11) 22058900,administracion.florencia@hjplazabuenosaires.com.ar,Lima ,653,Monserrat,Comuna 1,1073,C1073AAM
-58.428370,-34.583821,RL-2018-27590231- -ENTUR,2019,REG DE PREST,Feel Apartments,(54 11) 56606117,info@feelbuenosairesapartments.com,F. J. S. M. de Oro ,2047,Palermo,Comuna 14,1425,C1425FOA
